warehouse_source,country,category,subcategory,records,buyers,median_estimated_value,median_bidders,one_bidder_rows
Canada federal,Canada,Other,*Business and corporate management consultation services,72,43,,,0
Ireland,Ireland,Other,Medical equipments.,72,21,575000.0,,0
United Kingdom,United Kingdom,Other,Building-cleaning services,72,65,1250000.0,,0
Ireland,Ireland,Other,Event services.,72,31,300000.0,,0
Ireland,Ireland,Other,Environmental services.,72,19,94000.0,,0
United Kingdom,United Kingdom,Other,Housing services,71,47,1800000.0,,0
United Kingdom,United Kingdom,Other,Building consultancy services,71,61,562500.0,,0
Ireland,Ireland,Other,Construction work for multi-dwelling buildings and individual houses.,71,26,9000000.0,,0
TED,HU,Automation / software,Software / automation,71,42,117777714.5,,0
TED,DNK,Printing,Print / routing,71,37,12150000.0,,0
United Kingdom,United Kingdom,Other,Engineering works and construction works,70,58,10000000.0,,0
Ireland,Ireland,Other,Transport services (excl. Waste transport).,70,32,400000.0,,0
United Kingdom,United Kingdom,Other,Transport equipment and auxiliary products to transportation,70,51,10500000.0,,0
TED,TUR,Other,UNKNOWN,70,37,2727340.0,,0
TED,SVK,Monitoring / research,Monitoring / analysis,69,37,1464320.6099999999,,0
Canada federal,Canada,Other,*Software,69,20,,,0
United Kingdom,United Kingdom,Other,Residential health facilities services,68,33,2150000.0,,0
Ireland,Ireland,Other,Architectural design services.,68,40,300000.0,,0
TED,EST,Automation / software,Software / automation,68,30,350000.0,,0
United Kingdom,United Kingdom,Other,Cleaning and sanitation services,68,56,555000.0,,0
Ireland,Ireland,Other,Public relations services.,68,49,200000.0,,0
TED,DNK,Monitoring / research,Monitoring / analysis,67,25,5062500.0,,0
TED,MDA,Automation / software,Software / automation,67,28,4166670.0,,0
TED,ITA,Monitoring / research,Monitoring / analysis,67,20,1125000.0,,0
TED,DK,Automation / software,Software / automation,67,44,22137826.43,,0
United Kingdom,United Kingdom,Other,Counselling services,66,50,270000.0,,0
United Kingdom,United Kingdom,Other,Social services,66,44,1154018.0,,0
Ireland,Ireland,Other,Energy and related services.,66,33,408000.0,,0
Ireland,Ireland,Other,Primary school construction work.,66,61,587500.0,,0
TED,SWE,Monitoring / research,Monitoring / analysis,65,35,3600000.0,,0
Ireland,Ireland,Other,Quantity surveying services for civil engineering works.,65,55,0.0,,0
TED,BGR,Creative / communications,Design / publishing,65,37,103574.41500000001,,0
United Kingdom,United Kingdom,Other,Architectural design services,65,48,1200000.0,,0
United Kingdom,United Kingdom,Other,Electrical installation work,64,57,6000000.0,,0
United Kingdom,United Kingdom,Other,"Office and computing machinery, equipment and supplies except furniture and software packages",64,42,1000000.0,,0
United Kingdom,United Kingdom,Other,Physiotherapy services,64,32,381250.0,,0
United Kingdom,United Kingdom,Other,Repair and maintenance services of central heating,63,58,7500000.0,,0
TED,FI,Automation / software,Software / automation,63,42,480272.0,,0
TED,MDA,Creative / communications,Design / publishing,63,23,3732578.0,,0
United Kingdom,United Kingdom,Other,General management consultancy services,63,28,6588447.0,,0
United Kingdom,United Kingdom,Other,Computer equipment and supplies,63,50,31000000.0,,0
TED,SVN,Monitoring / research,Monitoring / analysis,62,30,366614.6,,0
Ireland,Ireland,Other,"Sewage-, refuse-, cleaning-, and environmental services.",62,29,500000.0,,0
United Kingdom,United Kingdom,Other,Social work services,61,43,1725672.0,,0
TED,LVA,Monitoring / research,Monitoring / analysis,61,21,,,0
United Kingdom,United Kingdom,Other,Technical inspection and testing services,61,49,450000.0,,0
United Kingdom,United Kingdom,Other,Canteen and catering services,60,54,1277500.0,,0
United Kingdom,United Kingdom,Other,Social work services without accommodation,60,27,1084495.0,,0
TED,LU,Automation / software,IT services / software,60,32,814640.0,,0
Ireland,Ireland,Other,Environmental engineering consultancy services.,60,33,150000.0,,0
United Kingdom,United Kingdom,Other,Pest-control services,60,56,487500.0,,0
Ireland,Ireland,Other,"Recreational, cultural and sporting services.",60,21,204350.0,,0
United Kingdom,United Kingdom,Other,"Repair, maintenance and associated services of vehicles and related equipment",59,44,2000000.0,,0
TED,ISL,Automation / software,Software / automation,59,12,1.0,,0
Ireland,Ireland,Other,Landscaping work.,59,34,200000.0,,0
Ireland,Ireland,Other,Provision of services to the community.,58,23,154000.0,,0
United Kingdom,United Kingdom,Other,Roof works and other special trade construction works,58,45,26400000.0,,0
Canada federal,Canada,Other,*Snow removal services,58,14,,,0
TED,LTU,Monitoring / research,Monitoring / analysis,58,37,101772.0,,0
Canada federal,Canada,Other,*Project management,58,30,,,0
United Kingdom,United Kingdom,Other,Repair and maintenance services of electrical building installations,58,48,1625000.0,,0
Ireland,Ireland,Other,Site preparation work.,57,35,300000.0,,0
Ireland,Ireland,Language,Translation / transcription,57,27,390000.0,,0
Ireland,Ireland,Other,"Electrical machinery, apparatus, equipment and consumables; Lighting.",57,37,525000.0,,0
Canada federal,Canada,Other,*Computer services,57,33,,,0
United Kingdom,United Kingdom,Other,Miscellaneous repair and maintenance services,56,44,280000.0,,0
United Kingdom,United Kingdom,Other,Repair and maintenance services of security equipment,56,51,580000.0,,0
Canada federal,Canada,Other,*Water transport vessel maintenance and repair services,56,2,,,0
United Kingdom,United Kingdom,Other,Horticultural services,56,40,700000.0,,0
United Kingdom,United Kingdom,Other,Financial consultancy services,56,45,420000.0,,0
TED,NO,Monitoring / research,Monitoring / analysis,55,34,3625000.0,,0
United Kingdom,United Kingdom,Other,Building materials,55,39,18707643.5,,0
United Kingdom,United Kingdom,Other,"Construction work for highways, roads",55,25,35000000.0,,0
Canada federal,Canada,Other,*Lease and rental of property or building,55,12,,,0
TED,MQ,Other,UNKNOWN,55,19,700000.0,,0
Canada federal,Canada,Other,*Professional engineering services,55,15,,,0
TED,SWE,Printing,Print / routing,55,44,8000000.0,,0
United Kingdom,United Kingdom,Other,Building surveying services,54,46,400000.0,,0
Ireland,Ireland,Other,"Agricultural, farming, fishing, forestry and related products.",54,21,120000.0,,0
United Kingdom,United Kingdom,Other,Repair and maintenance services of medical equipment,54,36,500000.0,,0
United Kingdom,United Kingdom,Other,Industrial machinery,54,33,800000.0,,0
Canada federal,Canada,Other,*ADP Input-Output and Storage Devices,54,1,,,0
TED,BGR,Automation / software,Software / automation,54,28,521750.0,,0
United Kingdom,United Kingdom,Other,Sports facilities operation services,54,45,15600000.0,,0
United Kingdom,United Kingdom,Other,"Furniture (incl. office furniture), furnishings, domestic appliances (excl. lighting) and cleaning products",54,49,900000.0,,0
Ireland,Ireland,Other,Minibuses.,53,23,221000.0,,0
Ireland,Ireland,Other,Construction structures and materials; auxiliary products to construction (excepts electric apparatus).,53,34,200000.0,,0
TED,MLT,Printing,Print / routing,53,20,125808.0,,0
TED,ITA,Language,Translation / transcription,53,35,930600.0,,0
TED,BIH,Other,UNKNOWN,53,15,4700000.0,,0
United Kingdom,United Kingdom,Other,Construction structures and materials; auxiliary products to construction (except electric apparatus),52,43,1680750.0,,0
Ireland,Ireland,Other,Electrical engineering installation works.,52,50,499999.0,,0
TED,ITA,Document / data,Digitization / OCR,52,38,435000.0,,0
Canada federal,Canada,Other,*Laboratory and Measuring and Observing and Testing Equipment,52,1,,,0
TED,ISL,Automation / software,IT services / software,52,17,1.0,,0
Ireland,Ireland,Other,Health and social work services.,52,23,315000.0,,0
United Kingdom,United Kingdom,Other,Forestry services,52,24,1240000.0,,0
United Kingdom,United Kingdom,Other,"Technical testing, analysis and consultancy services",51,42,1058000.0,,0
TED,POL,Web,Website / CMS,51,33,421099.375,,0
United Kingdom,United Kingdom,Other,Dental-practice services,51,26,3751139.0,,0
TED,EST,Printing,Print / routing,51,16,900000.0,,0
TED,SK,Automation / software,Software / automation,51,41,341650.0,,0
Ireland,Ireland,Other,Marine survey services.,51,5,130000.0,,0
Canada federal,Canada,Other,*Aircraft oxygen equipment,51,4,,,0
United Kingdom,United Kingdom,Other,"Clothing, footwear, luggage articles and accessories",51,45,915168.675,,0
TED,SRB,Creative / communications,Design / publishing,51,23,3000000.0,,0
TED,CH,Automation / software,IT services / software,51,37,4846500.0,,0
United Kingdom,United Kingdom,Other,Engineering services,50,40,5900000.0,,0
United Kingdom,United Kingdom,Other,Refuse disposal and treatment,50,41,2819000.0,,0
Ireland,Ireland,Other,Mechanical installations.,50,39,335000.0,,0
United Kingdom,United Kingdom,Other,Design consultancy services,50,39,385000.0,,0
United Kingdom,United Kingdom,Other,"Occupational clothing, special workwear and accessories",50,46,1000000.0,,0
Ireland,Ireland,Other,Local area network.,50,10,280000.0,,0
Ireland,Ireland,Other,"Furniture (incl. office furniture), furnishings, domestic appliances (excl. lighting) and cleaning products.",50,35,275000.0,,0
United Kingdom,United Kingdom,Other,Internal audit services,49,48,300000.0,,0
United Kingdom,United Kingdom,Other,Repair and maintenance services of firefighting equipment,49,43,910000.0,,0
United Kingdom,United Kingdom,Other,Civil engineering consultancy services,49,43,1300000.0,,0
United Kingdom,United Kingdom,Other,Health and safety services,49,41,359250.0,,0
Canada federal,Canada,Other,*Dredging services,49,4,,,0
Canada federal,Canada,Other,*Aerospace systems and components and equipment,48,6,,,0
Canada federal,Canada,Other,"*LOCAL AREA NETWORKS, SYSTEMS AND COMPONENTS",48,1,,,0
Ireland,Ireland,Other,Real estate services.,47,31,200000.0,,0
Ireland,Ireland,Other,Printed matter and related products.,47,27,222561.0,,0
United Kingdom,United Kingdom,Other,Tree-maintenance services,47,42,600000.0,,0
TED,DK,Creative / communications,Design / publishing,47,37,9000000.0,,0
United Kingdom,United Kingdom,Other,Services provided by nurses,47,24,14818.0,,0
United Kingdom,United Kingdom,Other,Banking services,47,39,1300000.0,,0
Ireland,Ireland,Other,Refuse and waste related services.,47,30,250000.0,,0
Ireland,Ireland,Other,"Architectural, engineering and planning services.",47,29,208000.0,,0
Canada federal,Canada,Other,*Drugs and Pharmaceutical Products,47,5,,,0
United Kingdom,United Kingdom,Other,Cardiology services,47,24,266550.0,,0
Ireland,Ireland,Other,"Office and computing machinery, equipment and supplies except furniture and software packages.",47,36,205000.0,,0
United Kingdom,United Kingdom,Other,Specialist training services,47,31,3125000.0,,0
United Kingdom,United Kingdom,Other,Water distribution and related services,47,36,420000.5,,0
United Kingdom,United Kingdom,Other,Waste and rubbish containers and bins,47,35,1303000.0,,0
Ireland,Ireland,Other,"Food, beverages, tobacco and related products.",46,24,200000.0,,0
United Kingdom,United Kingdom,Other,Company health services,46,42,350000.0,,0
Canada federal,Canada,Other,*Real estate services,46,8,,,0
Ireland,Ireland,Other,Building installation work.,45,25,750000.0,,0
TED,UKR,Creative / communications,Design / publishing,45,24,5986165.0,,0
United Kingdom,United Kingdom,Other,Pre-school education services,45,21,1770000.0,,0
Canada federal,Canada,Other,*Commercial marine craft,45,2,,,0
TED,POL,Printing,Print / routing,45,30,2281294.26,,0
United Kingdom,United Kingdom,Other,Survey services,45,33,600000.0,,0
TED,HR,Automation / software,Software / automation,45,29,464124.23,,0
TED,GRC,Creative / communications,Design / publishing,45,31,997782.6599999999,,0
United Kingdom,United Kingdom,Other,Fire-prevention services,44,41,1125000.0,,0
TED,ESP,Monitoring / research,Monitoring / analysis,44,12,710000.0,,0
United Kingdom,United Kingdom,Other,Home medical treatment services,44,14,,,0
United Kingdom,United Kingdom,Other,Courier services,44,39,400000.0,,0
United Kingdom,United Kingdom,Other,Special-purpose road passenger-transport services,44,26,1900000.0,,0
United Kingdom,United Kingdom,Other,"Fleet management, repair and maintenance services",44,37,4200000.0,,0
Canada federal,Canada,Other,*Forklifts,44,21,,,0
TED,DNK,Web,Website / CMS,44,30,25000000.0,,0
Ireland,Ireland,Other,Mobile telephones.,44,5,225000.0,,0
Canada federal,Canada,Other,*Project monitoring and evaluation,44,26,,,0
Canada federal,Canada,Other,*Office or work chair,43,13,,,0
United Kingdom,United Kingdom,Other,Construction work for houses,43,26,5250000.0,,0
United Kingdom,United Kingdom,Other,Evaluation consultancy services,43,31,475000.0,,0
United Kingdom,United Kingdom,Other,Mechanical and electrical engineering services,43,30,75000.0,,0
TED,LUX,Language,Translation / transcription,43,9,7000000.0,,0
United Kingdom,United Kingdom,Other,E-learning services,42,37,190000.0,,0
United Kingdom,United Kingdom,Other,Personnel and payroll services,42,38,400000.0,,0
United Kingdom,United Kingdom,Other,Public relations services,42,35,515000.0,,0
TED,GP,Other,UNKNOWN,42,18,1194893.0,,0
United Kingdom,United Kingdom,Other,Child daycare services,42,23,4050540.0,,0
Ireland,Ireland,Other,"Architectural, engineering and surveying services.",42,23,120000.0,,0
United Kingdom,United Kingdom,Other,Property management services of real estate on a fee or contract basis,41,32,680000.0,,0
TED,RO,Language,Translation / transcription,41,20,8440415.584999999,,0
Ireland,Ireland,Other,"Accounting, auditing and fiscal services.",41,34,160000.0,,0
Ireland,Ireland,Other,Buildings of particular historical or architectural interest.,41,26,250000.0,,0
TED,CZE,Web,Website / CMS,41,21,17742900.0,,0
United Kingdom,United Kingdom,Other,Audio-visual equipment,41,34,367500.0,,0
United Kingdom,United Kingdom,Other,Administrative healthcare services,41,26,770000.0,,0
United Kingdom,United Kingdom,Other,"Construction, foundation and surface works for highways, roads",41,32,8300000.0,,0
United Kingdom,United Kingdom,Other,Quantity surveying services,40,35,15650000.0,,0
TED,CHE,Web,Website / CMS,40,31,,,0
TED,TUR,Creative / communications,Design / publishing,40,21,2925000.0,,0
United Kingdom,United Kingdom,Other,"Accommodation, building and window cleaning services",40,35,550000.0,,0
Ireland,Ireland,Other,Transport equipment and auxiliary products to transportation.,40,21,360000.0,,0
TED,NO,Document / data,Digitization / OCR,40,27,6900000.0,,0
Ireland,Ireland,Other,Machine tools.,40,32,170000.0,,0
Ireland,Ireland,Other,Business and management consultancy services.,40,27,140000.0,,0
United Kingdom,United Kingdom,Other,Travel management services,40,34,7500000.0,,0
Canada federal,Canada,Other,*Information Technology Service Delivery,40,25,,,0
United Kingdom,United Kingdom,Other,Funeral and related services,40,38,380000.0,,0
TED,LTU,Printing,Print / routing,40,26,17500.0,,0
TED,ES,Language,Translation / transcription,40,33,420496.975,,0
TED,GRC,Automation / software,Software / automation,39,32,2210000.0,,0
United Kingdom,United Kingdom,Other,Storage and warehousing services,39,28,4500000.0,,0
